"","alpha","mean_inc","occurrences"
"1",0.0038432780140487,249.634060708959,533
"2",0.0090407388243356,108.209629124214,536
"3",0.01035826825131,130.985573927807,504
"4",0.0121191659476651,112.635361935303,540
"5",0.0149370084032349,117.560790052847,523
"6",0.0166463003488927,90.4753392253746,530
"7",0.0188245102421837,94.946162290697,576
"8",0.0197183349870514,117.633158832239,515
"9",0.0211381255971238,112.00779837015,490
"10",0.0211538579729568,111.751828095746,520
"11",0.0242448105229986,109.777771640426,506
"12",0.0263009157903177,116.234424622907,500
"13",0.0282624367546212,118.052282747275,502
"14",0.0314612272211001,76.2116448902874,511
"15",0.0348638876557206,93.6671768719741,541
"16",0.0367091784015268,104.480398024463,527
"17",0.0373495507936892,113.342788357261,482
"18",0.0374838823872344,116.325019146241,509
"19",0.0379607683614173,109.008842846324,520
"20",0.0382633419147803,119.826618040532,469
"21",0.038854412467009,90.8969713490294,480
"22",0.0391249589085252,115.106153594132,494
"23",0.0397067127706535,102.672932505197,487
"24",0.0400508461328618,126.149850812329,528
"25",0.0437508690705164,86.2746689008396,536
"26",0.0471763807530731,94.4769700442601,521
"27",0.0473748761316211,115.075703619846,515
"28",0.048208043522192,89.8125374726041,526
"29",0.048578032679757,113.961170603735,510
"30",0.0497118222794583,92.0074114340492,483
"31",0.0503080779558005,75.0359792548028,532
"32",0.0521064398668545,112.822817957715,496
"33",0.0544054335473927,79.0283099532922,512
"34",0.0562765800882198,86.7775951542247,473
"35",0.0573686966792099,106.224796847854,491
"36",0.0576855375415341,81.7951126469974,520
"37",0.0589894297643005,97.7171548269784,506
"38",0.0592822856837621,91.9594266217799,526
"39",0.060831262529823,92.5571180605644,499
"40",0.0625785817702992,105.586654482105,570
"41",0.0657906296598375,98.7708932082217,442
"42",0.0709733954008743,56.3038020774339,544
"43",0.0715684364747866,101.648254621859,554
"44",0.0735978817600728,88.5596971458071,556
"45",0.0745764244849166,74.844861332026,542
"46",0.0760484903599335,98.0794092366237,499
"47",0.0775196148292319,89.8282412616909,541
"48",0.083708786508944,94.189010268505,539
"49",0.0839218296160285,95.2379214712171,544
"50",0.0843253913027034,102.199922031944,511
"51",0.0852346158273815,95.5413082735764,496
"52",0.0856348886767271,109.094119015635,529
"53",0.0898517373518318,91.791534969092,517
"54",0.0937732702534936,106.372838918803,507
"55",0.0944106594138688,119.60884117342,460
"56",0.0953116565568371,90.6517580461663,495
"57",0.0973164861548363,83.3049029186958,527
"58",0.0975130667144575,87.7726810257233,486
"59",0.0990306288256682,100.911624947717,481
"60",0.0991128023135163,78.9722429747552,557
"61",0.101497515534395,96.4209732512235,510
"62",0.102149288141594,68.3685403873773,496
"63",0.103478368047789,84.5351312474182,487
"64",0.104890904142267,68.7089190182142,458
"65",0.106253487771921,85.9646162411299,496
"66",0.106760857471854,107.84672089651,549
"67",0.110217895774089,98.9184011837321,496
"68",0.111393211411017,79.5468102390183,500
"69",0.115998439045192,98.8208259770477,503
"70",0.116924108966515,103.558772287587,477
"71",0.11732504541913,85.8956926517503,524
"72",0.117426588845344,92.8612494806647,538
"73",0.118776650374247,86.8791276731054,511
"74",0.119381235469255,73.1758695151778,495
"75",0.122170663561879,99.7179047581761,524
"76",0.127797545704816,104.696149576291,501
"77",0.128123417061926,110.582471104416,496
"78",0.128380850515866,82.7137564580623,534
"79",0.129130674487914,90.9203249916669,525
"80",0.131644559091379,65.6718908597051,517
"81",0.135482440956285,74.7926647852293,489
"82",0.137276198294055,91.3812336931471,478
"83",0.139764280740476,112.710805353243,504
"84",0.140511321602721,107.916685423491,480
"85",0.147245682731539,80.7010048121158,508
"86",0.149441622994732,64.4183025571622,543
"87",0.149876552676291,78.5597239358095,503
"88",0.163691885253226,99.960142048232,525
"89",0.165531638830829,73.8071325030863,486
"90",0.168336447584099,68.5443293595734,518
"91",0.169239528952491,108.981324126713,540
"92",0.170790438607394,101.116359003796,472
"93",0.185346702740045,82.7967952630638,550
"94",0.188898021997185,96.3511377247268,482
"95",0.189227316516733,88.5029044160322,533
"96",0.195713432529331,93.1774148910994,502
"97",0.199418597472,82.9101465060473,503
"98",0.21190347363765,101.331756389314,485
"99",0.212782136634405,89.3109459414822,509
"100",0.21279727400621,80.4344756010747,518
