"","beta","mean_inc","occurrences"
"1",0.0457760768813524,249.634060708959,533
"2",0.105994098672479,108.209629124214,536
"3",0.127222528385837,130.985573927807,504
"4",0.134766582607477,112.635361935303,540
"5",0.173211637667057,117.560790052847,523
"6",0.187401613014972,90.4753392253746,530
"7",0.193366426737919,94.946162290697,576
"8",0.246594053919505,111.751828095746,520
"9",0.250357968927837,117.633158832239,515
"10",0.271043578942832,112.00779837015,490
"11",0.290128278338908,109.777771640426,506
"12",0.312020687243386,116.234424622907,500
"13",0.334947693140157,118.052282747275,502
"14",0.385381189279645,76.2116448902874,511
"15",0.398091236993108,93.6671768719741,541
"16",0.441903488032794,104.480398024463,527
"17",0.45435444710087,126.149850812329,528
"18",0.455554093012081,113.342788357261,482
"19",0.457995858669312,116.325019146241,509
"20",0.463849693212353,109.008842846324,520
"21",0.48693483277588,119.826618040532,469
"22",0.490559313407319,115.106153594132,494
"23",0.515807750414474,86.2746689008396,536
"24",0.516392125224609,90.8969713490294,480
"25",0.529245426419457,102.672932505197,487
"26",0.557781107482543,89.8125374726041,526
"27",0.573571782041998,75.0359792548028,532
"28",0.576174967185237,115.075703619846,515
"29",0.592783564715072,113.961170603735,510
"30",0.603495622726098,94.4769700442601,521
"31",0.630580241092641,92.0074114340492,483
"32",0.63385724669704,79.0283099532922,512
"33",0.645228722717358,81.7951126469974,520
"34",0.64889942618032,112.822817957715,496
"35",0.672598871957699,91.9594266217799,526
"36",0.694366214310308,105.586654482105,570
"37",0.714770378472061,97.7171548269784,506
"38",0.719371478945272,92.5571180605644,499
"39",0.742509528977112,106.224796847854,491
"40",0.769107710132546,101.648254621859,554
"41",0.778199407012074,86.7775951542247,473
"42",0.809792020426817,88.5596971458071,556
"43",0.843680506879781,56.3038020774339,544
"44",0.855794838351332,74.844861332026,542
"45",0.886590590910377,89.8282412616909,541
"46",0.893719782046596,95.2379214712171,544
"47",0.913979955065506,98.7708932082217,442
"48",0.917841630295359,94.189010268505,539
"49",0.933823393305113,98.0794092366237,499
"50",1.01969712528845,109.094119015635,529
"51",1.04038218550997,102.199922031944,511
"52",1.04828700889907,95.5413082735764,496
"53",1.05433242300225,91.791534969092,517
"54",1.12206443678828,106.372838918803,507
"55",1.12901734018459,90.6517580461663,495
"56",1.13393334580428,83.3049029186958,527
"57",1.14660166174389,78.9722429747552,557
"58",1.16091382047993,96.4209732512235,510
"59",1.18318370000121,87.7726810257233,486
"60",1.19326559277661,107.84672089651,549
"61",1.23128017652045,68.3685403873773,496
"62",1.2516649137344,100.911624947717,481
"63",1.26030902576199,85.9646162411299,496
"64",1.31357218195678,85.8956926517503,524
"65",1.32150598544517,79.5468102390183,500
"66",1.32494387909956,84.5351312474182,487
"67",1.32994026704969,119.60884117342,460
"68",1.36412499915104,68.7089190182142,458
"69",1.38087449234142,92.8612494806647,538
"70",1.4268048326572,98.8208259770477,503
"71",1.44309896108959,98.9184011837321,496
"72",1.45609918686763,99.7179047581761,524
"73",1.46007752052963,86.8791276731054,511
"74",1.4834648037032,103.558772287587,477
"75",1.50230673364284,90.9203249916669,525
"76",1.56589658434382,82.7137564580623,534
"77",1.56834553220476,104.696149576291,501
"78",1.57185401178719,73.1758695151778,495
"79",1.60319957138866,110.582471104416,496
"80",1.61779129163987,65.6718908597051,517
"81",1.66750497315434,64.4183025571622,543
"82",1.69330630058233,112.710805353243,504
"83",1.75685146302259,91.3812336931471,478
"84",1.76575264381098,107.916685423491,480
"85",1.76978284317246,74.7926647852293,489
"86",1.78126620088902,80.7010048121158,508
"87",1.81933997699013,78.5597239358095,503
"88",1.88986932224162,99.960142048232,525
"89",1.93714651491662,68.5443293595734,518
"90",2.02133171206418,108.981324126713,540
"91",2.09719115914834,82.7967952630638,550
"92",2.15484739555797,73.8071325030863,486
"93",2.28373478333016,96.3511377247268,482
"94",2.30135406132984,88.5029044160322,533
"95",2.31420451288911,101.116359003796,472
"96",2.37193571957034,82.9101465060473,503
"97",2.42271291104899,89.3109459414822,509
"98",2.53105096049891,93.1774148910994,502
"99",2.64391336993008,101.331756389314,485
"100",2.66151449931669,80.4344756010747,518
